source_slug,source_url,target_slug,target_url,anchor_text,reason,score,status
import-ai-458-reckoning-with-the-future-and-a-singularity-story,https://smileaireviewhub.com/import-ai-458-reckoning-with-the-future-and-a-singularity-story/,import-ai-451-political-superintelligence-google-s-society-of-minds-and-a-robot-drummer,https://smileaireviewhub.com/import-ai-451-political-superintelligence-google-s-society-of-minds-and-a-robot-drummer/,"Import AI 451: Political superintelligence; Google's society of minds, and a robot drummer","Shared topic tokens: a, ai, and, import",40,dry_run
import-ai-458-reckoning-with-the-future-and-a-singularity-story,https://smileaireviewhub.com/import-ai-458-reckoning-with-the-future-and-a-singularity-story/,import-ai-456-rsi-and-economic-growth-radical-optionality-for-ai-regulation-and-a-neural-computer,https://smileaireviewhub.com/import-ai-456-rsi-and-economic-growth-radical-optionality-for-ai-regulation-and-a-neural-computer/,Import AI 456: RSI and economic growth; radical optionality for AI regulation; and a neural computer,"Shared topic tokens: a, ai, and, import",40,dry_run
import-ai-458-reckoning-with-the-future-and-a-singularity-story,https://smileaireviewhub.com/import-ai-458-reckoning-with-the-future-and-a-singularity-story/,the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa,https://smileaireviewhub.com/the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa/,The Future of Matrix Marketing: How AI and Environment Isolation are Replacing Legacy RPA,"Shared topic tokens: ai, and, future, the",40,dry_run
import-ai-460-reward-hacking-society-rsi-data-from-anthropic-and-rl-based-quadcopter-racing,https://smileaireviewhub.com/import-ai-460-reward-hacking-society-rsi-data-from-anthropic-and-rl-based-quadcopter-racing/,import-ai-451-political-superintelligence-google-s-society-of-minds-and-a-robot-drummer,https://smileaireviewhub.com/import-ai-451-political-superintelligence-google-s-society-of-minds-and-a-robot-drummer/,"Import AI 451: Political superintelligence; Google's society of minds, and a robot drummer","Shared topic tokens: ai, and, import, society",40,dry_run
import-ai-460-reward-hacking-society-rsi-data-from-anthropic-and-rl-based-quadcopter-racing,https://smileaireviewhub.com/import-ai-460-reward-hacking-society-rsi-data-from-anthropic-and-rl-based-quadcopter-racing/,import-ai-456-rsi-and-economic-growth-radical-optionality-for-ai-regulation-and-a-neural-computer,https://smileaireviewhub.com/import-ai-456-rsi-and-economic-growth-radical-optionality-for-ai-regulation-and-a-neural-computer/,Import AI 456: RSI and economic growth; radical optionality for AI regulation; and a neural computer,"Shared topic tokens: ai, and, import, rsi",40,dry_run
import-ai-461-alignment-is-not-on-track-frontiercode-and-synthetic-research-interns,https://smileaireviewhub.com/import-ai-461-alignment-is-not-on-track-frontiercode-and-synthetic-research-interns/,import-ai-454-automating-alignment-research-safety-study-of-a-chinese-model-hifloat4,https://smileaireviewhub.com/import-ai-454-automating-alignment-research-safety-study-of-a-chinese-model-hifloat4/,Import AI 454: Automating alignment research; safety study of a Chinese model; HiFloat4,"Shared topic tokens: ai, alignment, import, research",40,dry_run
import-ai-461-alignment-is-not-on-track-frontiercode-and-synthetic-research-interns,https://smileaireviewhub.com/import-ai-461-alignment-is-not-on-track-frontiercode-and-synthetic-research-interns/,import-ai-457-ai-stuxnet-cursed-muon-optimizer-and-positive-alignment,https://smileaireviewhub.com/import-ai-457-ai-stuxnet-cursed-muon-optimizer-and-positive-alignment/,Import AI 457: AI stuxnet; cursed Muon optimizer; and positive alignment,"Shared topic tokens: ai, alignment, and, import",40,dry_run
import-ai-463-self-improving-robots-a-10k-chinese-gpu-cluster-and-an-elegiac-essay-for-the-human-era,https://smileaireviewhub.com/import-ai-463-self-improving-robots-a-10k-chinese-gpu-cluster-and-an-elegiac-essay-for-the-human-era/,import-ai-447-the-agi-economy-testing-ais-with-generated-games-and-agent-ecologies,https://smileaireviewhub.com/import-ai-447-the-agi-economy-testing-ais-with-generated-games-and-agent-ecologies/,Import AI 447: The AGI economy; testing AIs with generated games; and agent ecologies,"Shared topic tokens: ai, and, import, the",40,dry_run
import-ai-463-self-improving-robots-a-10k-chinese-gpu-cluster-and-an-elegiac-essay-for-the-human-era,https://smileaireviewhub.com/import-ai-463-self-improving-robots-a-10k-chinese-gpu-cluster-and-an-elegiac-essay-for-the-human-era/,import-ai-451-political-superintelligence-google-s-society-of-minds-and-a-robot-drummer,https://smileaireviewhub.com/import-ai-451-political-superintelligence-google-s-society-of-minds-and-a-robot-drummer/,"Import AI 451: Political superintelligence; Google's society of minds, and a robot drummer","Shared topic tokens: a, ai, and, import",40,dry_run
import-ai-463-self-improving-robots-a-10k-chinese-gpu-cluster-and-an-elegiac-essay-for-the-human-era,https://smileaireviewhub.com/import-ai-463-self-improving-robots-a-10k-chinese-gpu-cluster-and-an-elegiac-essay-for-the-human-era/,import-ai-454-automating-alignment-research-safety-study-of-a-chinese-model-hifloat4,https://smileaireviewhub.com/import-ai-454-automating-alignment-research-safety-study-of-a-chinese-model-hifloat4/,Import AI 454: Automating alignment research; safety study of a Chinese model; HiFloat4,"Shared topic tokens: a, ai, chinese, import",40,dry_run
the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa,https://smileaireviewhub.com/the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa/,ai-is-automating-marketing-execution-but-raising-the-value-of-judgment,https://smileaireviewhub.com/ai-is-automating-marketing-execution-but-raising-the-value-of-judgment/,AI Is Automating Marketing Execution But Raising The Value Of Judgment,"Shared topic tokens: ai, marketing, of, the",40,dry_run
the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa,https://smileaireviewhub.com/the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa/,cmo-vision-ai-is-rewiring-how-marketing-is-understood-shaped-and-scaled,https://smileaireviewhub.com/cmo-vision-ai-is-rewiring-how-marketing-is-understood-shaped-and-scaled/,"CMO Vision: AI Is Rewiring How Marketing Is Understood, Shaped And Scaled","Shared topic tokens: ai, and, how, marketing",40,dry_run
the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa,https://smileaireviewhub.com/the-future-of-matrix-marketing-how-ai-and-environment-isolation-are-replacing-legacy-rpa/,import-ai-458-reckoning-with-the-future-and-a-singularity-story,https://smileaireviewhub.com/import-ai-458-reckoning-with-the-future-and-a-singularity-story/,Import AI 458: Reckoning with the future; and a singularity story,"Shared topic tokens: ai, and, future, the",40,dry_run
working-on-my-first-fully-featured-ai-companion-with-vision-for-games-and-movies-n-all-that,https://smileaireviewhub.com/working-on-my-first-fully-featured-ai-companion-with-vision-for-games-and-movies-n-all-that/,import-ai-447-the-agi-economy-testing-ais-with-generated-games-and-agent-ecologies,https://smileaireviewhub.com/import-ai-447-the-agi-economy-testing-ais-with-generated-games-and-agent-ecologies/,Import AI 447: The AGI economy; testing AIs with generated games; and agent ecologies,"Shared topic tokens: ai, and, games, with",40,dry_run
12-best-ai-for-coding-tools-in-2026-vibecoding-data-science,https://smileaireviewhub.com/12-best-ai-for-coding-tools-in-2026-vibecoding-data-science/,ai-powered-vibe-coding-is-gaining-ground-in-nepal,https://smileaireviewhub.com/ai-powered-vibe-coding-is-gaining-ground-in-nepal/,AI-powered vibe coding is gaining ground in Nepal,"Shared topic tokens: ai, coding, in",30,dry_run
12-best-ai-for-coding-tools-in-2026-vibecoding-data-science,https://smileaireviewhub.com/12-best-ai-for-coding-tools-in-2026-vibecoding-data-science/,best-ai-assistant-tools,https://smileaireviewhub.com/best-ai-assistant-tools/,Best Ai Assistant Tools,"Shared topic tokens: ai, best, tools",30,dry_run
12-best-ai-for-coding-tools-in-2026-vibecoding-data-science,https://smileaireviewhub.com/12-best-ai-for-coding-tools-in-2026-vibecoding-data-science/,best-ai-image-tools,https://smileaireviewhub.com/best-ai-image-tools/,best ai image tools,"Shared topic tokens: ai, best, tools",30,dry_run
12-best-ai-for-coding-tools-in-2026-vibecoding-data-science,https://smileaireviewhub.com/12-best-ai-for-coding-tools-in-2026-vibecoding-data-science/,best-ai-meeting-tools,https://smileaireviewhub.com/best-ai-meeting-tools/,best ai meeting tools,"Shared topic tokens: ai, best, tools",30,dry_run
12-best-ai-for-coding-tools-in-2026-vibecoding-data-science,https://smileaireviewhub.com/12-best-ai-for-coding-tools-in-2026-vibecoding-data-science/,category-ai-coding-tools,https://smileaireviewhub.com/category/ai-coding-tools/,Category Ai Coding Tools,"Shared topic tokens: ai, coding, tools",30,dry_run
12-best-ai-for-coding-tools-in-2026-vibecoding-data-science,https://smileaireviewhub.com/12-best-ai-for-coding-tools-in-2026-vibecoding-data-science/,payu-brings-ai-coding-and-cli-tools-to-payment-developers,https://smileaireviewhub.com/payu-brings-ai-coding-and-cli-tools-to-payment-developers/,PayU Brings AI Coding And CLI Tools To Payment Developers,"Shared topic tokens: ai, coding, tools",30,dry_run
12-best-ai-for-coding-tools-in-2026-vibecoding-data-science,https://smileaireviewhub.com/12-best-ai-for-coding-tools-in-2026-vibecoding-data-science/,the-best-ai-coding-tool-isn-t-the-one-that-writes-the-most-code,https://smileaireviewhub.com/the-best-ai-coding-tool-isn-t-the-one-that-writes-the-most-code/,The best AI coding tool isn't the one that writes the most code,"Shared topic tokens: ai, best, coding",30,dry_run
12-best-ai-for-coding-tools-in-2026-vibecoding-data-science,https://smileaireviewhub.com/12-best-ai-for-coding-tools-in-2026-vibecoding-data-science/,why-won-t-europe-build-ai-data-centers-in-iceland,https://smileaireviewhub.com/why-won-t-europe-build-ai-data-centers-in-iceland/,Why Won't Europe Build AI Data Centers in Iceland?,"Shared topic tokens: ai, data, in",30,dry_run
affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,affordable-ai-assistant-platform,https://smileaireviewhub.com/affordable-ai-assistant-platform/,Affordable Ai Assistant Platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,affordable-ai-design-platform,https://smileaireviewhub.com/affordable-ai-design-platform/,affordable ai design platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,affordable-ai-image-platform,https://smileaireviewhub.com/affordable-ai-image-platform/,affordable ai image platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,affordable-ai-meeting-platform,https://smileaireviewhub.com/affordable-ai-meeting-platform/,affordable ai meeting platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,affordable-ai-search-platform,https://smileaireviewhub.com/affordable-ai-search-platform/,affordable ai search platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,affordable-ai-video-platform,https://smileaireviewhub.com/affordable-ai-video-platform/,Affordable Ai Video Platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,affordable-ai-voice-platform,https://smileaireviewhub.com/affordable-ai-voice-platform/,affordable ai voice platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,affordable-ai-writing-platform,https://smileaireviewhub.com/affordable-ai-writing-platform/,Affordable Ai Writing Platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-assistant-platform,https://smileaireviewhub.com/affordable-ai-assistant-platform/,affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,Affordable Ai App Builder Platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-assistant-platform,https://smileaireviewhub.com/affordable-ai-assistant-platform/,affordable-ai-design-platform,https://smileaireviewhub.com/affordable-ai-design-platform/,affordable ai design platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-assistant-platform,https://smileaireviewhub.com/affordable-ai-assistant-platform/,affordable-ai-image-platform,https://smileaireviewhub.com/affordable-ai-image-platform/,affordable ai image platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-assistant-platform,https://smileaireviewhub.com/affordable-ai-assistant-platform/,affordable-ai-meeting-platform,https://smileaireviewhub.com/affordable-ai-meeting-platform/,affordable ai meeting platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-assistant-platform,https://smileaireviewhub.com/affordable-ai-assistant-platform/,affordable-ai-search-platform,https://smileaireviewhub.com/affordable-ai-search-platform/,affordable ai search platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-assistant-platform,https://smileaireviewhub.com/affordable-ai-assistant-platform/,affordable-ai-video-platform,https://smileaireviewhub.com/affordable-ai-video-platform/,Affordable Ai Video Platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-assistant-platform,https://smileaireviewhub.com/affordable-ai-assistant-platform/,affordable-ai-voice-platform,https://smileaireviewhub.com/affordable-ai-voice-platform/,affordable ai voice platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-assistant-platform,https://smileaireviewhub.com/affordable-ai-assistant-platform/,affordable-ai-writing-platform,https://smileaireviewhub.com/affordable-ai-writing-platform/,Affordable Ai Writing Platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
affordable-ai-design-platform,https://smileaireviewhub.com/affordable-ai-design-platform/,affordable-ai-app-builder-platform,https://smileaireviewhub.com/affordable-ai-app-builder-platform/,Affordable Ai App Builder Platform,"Shared topic tokens: affordable, ai, platform",30,dry_run
